feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
GLUTSEMIALDEHYDROG.RXN...expasy..Glutamate.5.semialdehyde.dehydrogenase..1.2.1.41..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	3.3993498887763e-17	6	1	8.01188528548465e-66	1.46485540260848e-63
GLYCOPHOSPHORYL.RXN...expasy..Glycogen.phosphorylase..2.4.1.1..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	3.3993498887763e-17	6	1	8.01188528548465e-66	1.46485540260848e-63
GLYMALTOPHOSPHORYL.RXN...expasy..Glycogen.phosphorylase..2.4.1.1..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	3.3993498887763e-17	6	1	8.01188528548465e-66	1.46485540260848e-63
IMPCYCLOHYDROLASE.RXN...expasy..IMP.cyclohydrolase..3.5.4.10..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	3.3993498887763e-17	6	1	8.01188528548487e-66	1.46485540260848e-63
RXN.14353...expasy..Glycogen.phosphorylase..2.4.1.1..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	3.3993498887763e-17	6	1	8.01188528548465e-66	1.46485540260848e-63
RXN.1826...expasy..Glycogen.phosphorylase..2.4.1.1..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	3.3993498887763e-17	6	1	8.01188528548465e-66	1.46485540260848e-63
RXN.1961...expasy..tRNA.Ile..lysidine.synthetase..6.3.4.19..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	3.3993498887763e-17	6	1	8.01188528548465e-66	1.46485540260848e-63
RXN.21092...expasy..Glycogen.phosphorylase..2.4.1.1..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	3.3993498887763e-17	6	1	8.01188528548465e-66	1.46485540260848e-63
RXN.9025...expasy..Glycogen.phosphorylase..2.4.1.1..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	3.3993498887763e-17	6	1	8.01188528548465e-66	1.46485540260848e-63
ALCOHOL.DEHYDROG.GENERIC.RXN...expasy..Alcohol.dehydrogenase..1.1.1.1..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	4.46569174048346e-17	6	1	2.38619655772457e-65	3.90356638985238e-63
ALCOHOL.DEHYDROG.RXN...expasy..Alcohol.dehydrogenase..1.1.1.1..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	4.46569174048346e-17	6	1	2.38619655772457e-65	3.90356638985238e-63
RXN.5424...metacyc..indole.3.glycol.dehydrogenase..1.1.1.1..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	4.46569174048346e-17	6	1	2.38619655772457e-65	3.90356638985238e-63
RXN.7657...expasy..Alcohol.dehydrogenase..1.1.1.1..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	4.46569174048346e-17	6	1	2.38619655772457e-65	3.90356638985238e-63
RXN.7693...expasy..Alcohol.dehydrogenase..1.1.1.1..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	4.46569174048346e-17	6	1	2.38619655772457e-65	3.90356638985238e-63
RXN.7694...expasy..Alcohol.dehydrogenase..1.1.1.1..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	4.46569174048346e-17	6	1	2.38619655772457e-65	3.90356638985238e-63
RXN.7700...expasy..Alcohol.dehydrogenase..1.1.1.1..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	4.46569174048346e-17	6	1	2.38619655772457e-65	3.90356638985238e-63
RXN.7706...expasy..Alcohol.dehydrogenase..1.1.1.1..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	4.46569174048346e-17	6	1	2.38619655772457e-65	3.90356638985238e-63
RXN3O.4113...expasy..Alcohol.dehydrogenase..1.1.1.1..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	4.46569174048346e-17	6	1	2.38619655772457e-65	3.90356638985238e-63
RXN66.478...metacyc..phytol.dehydrogenase..1.1.1.1..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	4.46569174048346e-17	6	1	2.38619655772457e-65	3.90356638985238e-63
TRNA.CYTIDYLYLTRANSFERASE.RXN...expasy..CCA.tRNA.nucleotidyltransferase..2.7.7.72..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	5.3208242014271e-17	6	1	4.80913414261227e-65	7.7852868448268e-63
X2.ISOPROPYLMALATESYN.RXN...expasy..2.isopropylmalate.synthase..2.3.3.13..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	6.08094194448812e-17	6	1	8.20417053233636e-65	1.07143709447932e-62
ADENYL.KIN.RXN...expasy..Adenylate.kinase..2.7.4.3..g__Dorea.s__Dorea_sp_5_2	Condition	[T.Infected]	-1	6.08094194448812e-17	6	1	8.20417053233636e-65	1.07143709447932e-62
AICARSYN.RXN...expasy..Adenylosuccinate.lyase..4.3.2.2..g__Acutalibacter.s__Acutalibacter_muris	Condition	[T.Infected]	-1	6.08094194448812e-17	6	1	8.20417053233636e-65	1.07143709447932e-62
AMPSYN.RXN...expasy..Adenylosuccinate.lyase..4.3.2.2..g__Acutalibacter.s__Acutalibacter_muris	Condition	[T.Infected]	-1	6.08094194448812e-17	6	1	8.20417053233636e-65	1.07143709447932e-62
ASPARAGINE..TRNA.LIGASE.RXN...expasy..Asparagine..tRNA.ligase..6.1.1.22..g__Dorea.s__Dorea_sp_5_2	Condition	[T.Infected]	-1	6.08094194448812e-17	6	1	8.20417053233636e-65	1.07143709447932e-62
ASPARTATE..TRNA.LIGASE.RXN...expasy..Aspartate..tRNA.ligase..6.1.1.12..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	6.08094194448812e-17	6	1	8.20417053233636e-65	1.07143709447932e-62
HOMOSERDEHYDROG.RXN...expasy..Homoserine.dehydrogenase..1.1.1.3..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	6.08094194448812e-17	6	1	8.20417053233636e-65	1.07143709447932e-62
IMP.DEHYDROG.RXN...expasy..IMP.dehydrogenase..1.1.1.205..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	6.08094194448812e-17	6	1	8.20417053233636e-65	1.07143709447932e-62
LIPIDADISACCHARIDESYNTH.RXN...expasy..Lipid.A.disaccharide.synthase..2.4.1.182..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.08094194448812e-17	6	1	8.20417053233636e-65	1.07143709447932e-62
LUMAZINESYN.RXN...expasy..6.7.dimethyl.8.ribityllumazine.synthase..2.5.1.78..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.08094194448812e-17	6	1	8.20417053233636e-65	1.07143709447932e-62
NACGLCTRANS.RXN...metacyc..UDP.N.acetyl.D.glucosamine.N.acetylmuramoyl.L.alanyl.D.glutamyl.meso.2.6.diaminopimelyl.D.alanyl.D.alanine.diphosphoundecaprenol.4..beta..N.acetylglucosaminlytransferase..2.4.1.227..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	6.08094194448812e-17	6	1	8.20417053233636e-65	1.07143709447932e-62
RXN.19726...expasy..D.aminoacyl.tRNA.deacylase..3.1.1.96..g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	Condition	[T.Infected]	-1	6.08094194448812e-17	6	1	8.20417053233636e-65	1.07143709447932e-62
RXN.19727...expasy..D.aminoacyl.tRNA.deacylase..3.1.1.96..g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	Condition	[T.Infected]	-1	6.08094194448812e-17	6	1	8.20417053233636e-65	1.07143709447932e-62
RXN.19728...expasy..D.aminoacyl.tRNA.deacylase..3.1.1.96..g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	Condition	[T.Infected]	-1	6.08094194448812e-17	6	1	8.20417053233636e-65	1.07143709447932e-62
RXN.19729...expasy..D.aminoacyl.tRNA.deacylase..3.1.1.96..g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	Condition	[T.Infected]	-1	6.08094194448812e-17	6	1	8.20417053233636e-65	1.07143709447932e-62
RXN.20785...expasy..Lipid.A.disaccharide.synthase..2.4.1.182..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.08094194448812e-17	6	1	8.20417053233636e-65	1.07143709447932e-62
RXN.8976...expasy..acetylglucosaminyltransferase..2.4.1.227..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	6.08094194448812e-17	6	1	8.20417053233636e-65	1.07143709447932e-62
SHIKIMATE.5.DEHYDROGENASE.RXN...expasy..Shikimate.dehydrogenase..1.1.1.25..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	6.08094194448812e-17	6	1	8.20417053233636e-65	1.07143709447932e-62
THIOREDOXIN.REDUCT.NADPH.RXN...expasy..Thioredoxin.disulfide.reductase..1.8.1.9..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	Condition	[T.Infected]	-1	6.08094194448812e-17	6	1	8.20417053233636e-65	1.07143709447932e-62
TRNA.GUANINE.N7..METHYLTRANSFERASE.RXN...expasy..tRNA..guanine.46..N.7...methyltransferase..2.1.1.33..g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	Condition	[T.Infected]	-1	6.08094194448812e-17	6	1	8.20417053233636e-65	1.07143709447932e-62
UDP.NACMURALGLDAPLIG.RXN...expasy..UDP.N.acetylmuramoyl.L.alanyl.D.glutamate..2.6.diaminopimelate.ligase..6.3.2.13..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	6.08094194448812e-17	6	1	8.20417053233636e-65	1.07143709447932e-62
VALINE..TRNA.LIGASE.RXN...expasy..Valine..tRNA.ligase..6.1.1.9..g__Dorea.s__Dorea_sp_5_2	Condition	[T.Infected]	-1	6.08094194448812e-17	6	1	8.20417053233636e-65	1.07143709447932e-62
VALINE..TRNA.LIGASE.RXN...expasy..Valine..tRNA.ligase..6.1.1.9..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	Condition	[T.Infected]	-1	6.08094194448812e-17	6	1	8.20417053233636e-65	1.07143709447932e-62
GLUCOSAMINE.6.P.DEAMIN.RXN...expasy..Glucosamine.6.phosphate.deaminase..3.5.99.6..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	6.79869977755259e-17	6	1	1.28190164567755e-64	1.40795140427635e-62
HOMOSERKIN.RXN...expasy..Homoserine.kinase..2.7.1.39..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.79869977755259e-17	6	1	1.28190164567755e-64	1.40795140427635e-62
LINOLENOYL.RXN...expasy..Long.chain.fatty.acid..CoA.ligase..6.2.1.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
RXN.16380...expasy..Long.chain.fatty.acid..CoA.ligase..6.2.1.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
RXN.16389...expasy..Long.chain.fatty.acid..CoA.ligase..6.2.1.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
RXN.16393...expasy..Long.chain.fatty.acid..CoA.ligase..6.2.1.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
RXN.16401...expasy..Long.chain.fatty.acid..CoA.ligase..6.2.1.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
RXN.16402...expasy..Long.chain.fatty.acid..CoA.ligase..6.2.1.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
RXN.16418...expasy..Long.chain.fatty.acid..CoA.ligase..6.2.1.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
RXN.18082...expasy..Beta.N.acetylhexosaminidase..3.2.1.52..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
RXN.19751...expasy..Long.chain.fatty.acid..CoA.ligase..6.2.1.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
RXN.19960...expasy..Long.chain.fatty.acid..CoA.ligase..6.2.1.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
RXN.20651...expasy..Long.chain.fatty.acid..CoA.ligase..6.2.1.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
RXN.21432...expasy..Beta.N.acetylhexosaminidase..3.2.1.52..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
RXN.21443...expasy..Long.chain.fatty.acid..CoA.ligase..6.2.1.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
RXN.21445...expasy..Long.chain.fatty.acid..CoA.ligase..6.2.1.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
RXN.21446...expasy..Long.chain.fatty.acid..CoA.ligase..6.2.1.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
RXN.21447...expasy..Long.chain.fatty.acid..CoA.ligase..6.2.1.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
RXN.21448...expasy..Long.chain.fatty.acid..CoA.ligase..6.2.1.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
RXN.21449...expasy..Long.chain.fatty.acid..CoA.ligase..6.2.1.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
RXN.21450...expasy..Long.chain.fatty.acid..CoA.ligase..6.2.1.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
RXN.7904...expasy..Long.chain.fatty.acid..CoA.ligase..6.2.1.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
RXN.9623...expasy..Long.chain.fatty.acid..CoA.ligase..6.2.1.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
RXN.9644...expasy..Long.chain.fatty.acid..CoA.ligase..6.2.1.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
RXN.9673...expasy..Long.chain.fatty.acid..CoA.ligase..6.2.1.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
RXN0.7238...expasy..Long.chain.fatty.acid..CoA.ligase..6.2.1.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
RXN0.7239...expasy..Long.chain.fatty.acid..CoA.ligase..6.2.1.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
RXN0.7248...expasy..Long.chain.fatty.acid..CoA.ligase..6.2.1.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
RXN0.742...expasy..5..carboxyamino.imidazole.ribonucleotide.synthase..6.3.4.18..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.79869977755259e-17	6	1	1.28190164567755e-64	1.40795140427635e-62
RXN66.469...metacyc..3.methyl.branched.fatty.acyl.CoA.ligase..6.2.1.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
RXN66.477...metacyc..straight.chain.fatty.acyl.CoA.ligase..6.2.1.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
RXN66.480...metacyc..phytenoyl.CoA.synthetase..6.2.1.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
RXN66.483...expasy..Long.chain.fatty.acid..CoA.ligase..6.2.1.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
RXN66.484...expasy..Long.chain.fatty.acid..CoA.ligase..6.2.1.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
THIAZOLSYN3.RXN...expasy..Hydroxyethylthiazole.kinase..2.7.1.50..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.79869977755259e-17	6	1	1.28190164567755e-64	1.40795140427635e-62
TRANS.RXN0.623...expasy..Long.chain.fatty.acid..CoA.ligase..6.2.1.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.96659418931219e-17	6	1	1.4132965643595e-64	1.40795140427635e-62
URITRANS.RXN...expasy...Protein.PII..uridylyltransferase..2.7.7.59..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	6.79869977755259e-17	6	1	1.28190164567755e-64	1.40795140427635e-62
RXN.17873...expasy..Methionyl.aminopeptidase..3.4.11.18..g__Dorea.s__Dorea_sp_5_2	Condition	[T.Infected]	-1	7.41114799484489e-17	6	1	1.81006092839231e-64	1.7364294375398e-62
RXN.17874...expasy..Methionyl.aminopeptidase..3.4.11.18..g__Dorea.s__Dorea_sp_5_2	Condition	[T.Infected]	-1	7.41114799484489e-17	6	1	1.81006092839231e-64	1.7364294375398e-62
RXN.17875...expasy..Methionyl.aminopeptidase..3.4.11.18..g__Dorea.s__Dorea_sp_5_2	Condition	[T.Infected]	-1	7.41114799484489e-17	6	1	1.81006092839231e-64	1.7364294375398e-62
RXN.17876...expasy..Methionyl.aminopeptidase..3.4.11.18..g__Dorea.s__Dorea_sp_5_2	Condition	[T.Infected]	-1	7.41114799484489e-17	6	1	1.81006092839231e-64	1.7364294375398e-62
RXN.17877...expasy..Methionyl.aminopeptidase..3.4.11.18..g__Dorea.s__Dorea_sp_5_2	Condition	[T.Infected]	-1	7.41114799484489e-17	6	1	1.81006092839231e-64	1.7364294375398e-62
RXN.17878...expasy..Methionyl.aminopeptidase..3.4.11.18..g__Dorea.s__Dorea_sp_5_2	Condition	[T.Infected]	-1	7.41114799484489e-17	6	1	1.81006092839231e-64	1.7364294375398e-62
ANTHRANSYN.RXN...expasy..Anthranilate.synthase..4.1.3.27..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	7.60117743061015e-17	6	1	2.00297132137117e-64	1.88655620032905e-62
DIHYDROXYISOVALDEHYDRAT.RXN...expasy..Dihydroxy.acid.dehydratase..4.2.1.9..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	Condition	[T.Infected]	-1	7.60117743061015e-17	6	1	2.00297132137117e-64	1.88655620032905e-62
DIHYDROXYMETVALDEHYDRAT.RXN...metacyc..2.3.Dihydroxy.3.methylvalerate.dehydratase..4.2.1.9..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	Condition	[T.Infected]	-1	7.60117743061015e-17	6	1	2.00297132137117e-64	1.88655620032905e-62
GMP.SYN.GLUT.RXN...expasy..GMP.synthase..glutamine.hydrolyzing...6.3.5.2..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	8.5869551286424e-17	6	1	3.26218077775823e-64	3.0540693654904e-62
X1.1.1.271.RXN...expasy..GDP.L.fucose.synthase..1.1.1.271..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	Condition	[T.Infected]	-1	9.12141291673218e-17	6	1	4.15336133199533e-64	3.47028970217954e-62
ACETATEKIN.RXN...expasy..AMBIGUOUS..2.7.2.1..2.7.2.15..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-1	9.12141291673218e-17	6	1	4.15336133199533e-64	3.47028970217954e-62
ACETYL.COA.CARBOXYLTRANSFER.RXN...expasy..Acetyl.CoA.carboxylase..6.4.1.2..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	9.12141291673218e-17	6	1	4.15336133199533e-64	3.47028970217954e-62
BIOTIN.CARBOXYL.RXN...expasy..Biotin.carboxylase..6.3.4.14..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	9.12141291673218e-17	6	1	4.15336133199533e-64	3.47028970217954e-62
DIACYLGLYKIN.RXN...expasy..Diacylglycerol.kinase..ATP...2.7.1.107..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	9.12141291673218e-17	6	1	4.15336133199533e-64	3.47028970217954e-62
DIHYDROXYISOVALDEHYDRAT.RXN...expasy..Dihydroxy.acid.dehydratase..4.2.1.9..g__Acutalibacter.s__Acutalibacter_muris	Condition	[T.Infected]	-1	9.12141291673218e-17	6	1	4.15336133199533e-64	3.47028970217954e-62
DIHYDROXYISOVALDEHYDRAT.RXN...expasy..Dihydroxy.acid.dehydratase..4.2.1.9..g__Enterorhabdus.s__Enterorhabdus_caecimuris	Condition	[T.Infected]	-1	9.12141291673218e-17	6	1	4.15336133199533e-64	3.47028970217954e-62
DIHYDROXYMETVALDEHYDRAT.RXN...metacyc..2.3.Dihydroxy.3.methylvalerate.dehydratase..4.2.1.9..g__Acutalibacter.s__Acutalibacter_muris	Condition	[T.Infected]	-1	9.12141291673218e-17	6	1	4.15336133199533e-64	3.47028970217954e-62
DIHYDROXYMETVALDEHYDRAT.RXN...metacyc..2.3.Dihydroxy.3.methylvalerate.dehydratase..4.2.1.9..g__Enterorhabdus.s__Enterorhabdus_caecimuris	Condition	[T.Infected]	-1	9.12141291673218e-17	6	1	4.15336133199533e-64	3.47028970217954e-62
MALONYL.COA.ACP.TRANSACYL.RXN...expasy...Acyl.carrier.protein..S.malonyltransferase..2.3.1.39..g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	Condition	[T.Infected]	-1	9.12141291673218e-17	6	1	4.15336133199533e-64	3.47028970217954e-62
NAD.SYNTH.GLN.RXN...expasy..NAD....synthase..glutamine.hydrolyzing...6.3.5.1..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-1	9.12141291673218e-17	6	1	4.15336133199533e-64	3.47028970217954e-62
NAG1P.URIDYLTRANS.RXN...expasy..UDP.N.acetylglucosamine.diphosphorylase..2.7.7.23..g__Enterorhabdus.s__Enterorhabdus_caecimuris	Condition	[T.Infected]	-1	9.12141291673218e-17	6	1	4.15336133199533e-64	3.47028970217954e-62
RXN.20481...expasy...Acyl.carrier.protein..S.malonyltransferase..2.3.1.39..g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	Condition	[T.Infected]	-1	9.12141291673218e-17	6	1	4.15336133199533e-64	3.47028970217954e-62
RXN.20482...expasy...Acyl.carrier.protein..S.malonyltransferase..2.3.1.39..g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	Condition	[T.Infected]	-1	9.12141291673218e-17	6	1	4.15336133199533e-64	3.47028970217954e-62
